Timestamp,Temp,Humidity
2017-06-13T00:00:00-06:00,61,60
2017-06-14T00:00:00-06:00,66,47
2017-06-15T00:00:00-06:00,74,38
2017-06-16T00:00:00-06:00,78,35
2017-06-17T00:00:00-06:00,74,46
2017-06-18T00:00:00-06:00,73,44
2017-06-19T00:00:00-06:00,80,36
2017-06-20T00:00:00-06:00,88,23
2017-06-21T00:00:00-06:00,85,28
2017-06-22T00:00:00-06:00,78,25
2017-06-23T00:00:00-06:00,73,31
2017-06-24T00:00:00-06:00,75,29
2017-06-25T00:00:00-06:00,79,26
2017-06-26T00:00:00-06:00,85,28
2017-06-27T00:00:00-06:00,83,26
2017-06-28T00:00:00-06:00,79,23
2017-06-29T00:00:00-06:00,75,34
2017-06-30T00:00:00-06:00,73,34
2017-07-01T00:00:00-06:00,79,28
2017-07-02T00:00:00-06:00,83,30
2017-07-03T00:00:00-06:00,87,22
2017-07-04T00:00:00-06:00,87,25
2017-07-05T00:00:00-06:00,91,22
2017-07-06T00:00:00-06:00,87,26
2017-07-07T00:00:00-06:00,87,34
2017-07-08T00:00:00-06:00,91,21
2017-07-09T00:00:00-06:00,89,28
2017-07-10T00:00:00-06:00,88,31
2017-07-11T00:00:00-06:00,88,30
2017-07-12T00:00:00-06:00,86,30
2017-07-13T00:00:00-06:00,86,24
2017-07-14T00:00:00-06:00,86,31
2017-07-15T00:00:00-06:00,88,27
2017-07-16T00:00:00-06:00,88,29
2017-07-17T00:00:00-06:00,88,28
2017-07-18T00:00:00-06:00,87,32
2017-07-19T00:00:00-06:00,88,35
2017-07-20T00:00:00-06:00,87,38
2017-07-21T00:00:00-06:00,87,32
2017-07-22T00:00:00-06:00,88,34
2017-07-23T00:00:00-06:00,85,33
2017-07-24T00:00:00-06:00,86,28
2017-07-25T00:00:00-06:00,77,58
2017-07-26T00:00:00-06:00,78,65
2017-07-27T00:00:00-06:00,79,47
2017-07-28T00:00:00-06:00,80,50
2017-07-29T00:00:00-06:00,82,38
2017-07-30T00:00:00-06:00,84,32
2017-07-31T00:00:00-06:00,83,35
2017-08-01T00:00:00-06:00,85,29
2017-08-02T00:00:00-06:00,86,26
2017-08-03T00:00:00-06:00,88,21
2017-08-04T00:00:00-06:00,87,28
2017-08-05T00:00:00-06:00,86,29
2017-08-06T00:00:00-06:00,80,25
2017-08-07T00:00:00-06:00,80,39
2017-08-08T00:00:00-06:00,79,44
2017-08-09T00:00:00-06:00,80,44
2017-08-10T00:00:00-06:00,78,37
2017-08-11T00:00:00-06:00,84,42
2017-08-12T00:00:00-06:00,85,32
2017-08-13T00:00:00-06:00,81,42
2017-08-14T00:00:00-06:00,76,41
2017-08-15T00:00:00-06:00,72,48
2017-08-16T00:00:00-06:00,75,32
2017-08-17T00:00:00-06:00,80,32
2017-08-18T00:00:00-06:00,79,31
2017-08-19T00:00:00-06:00,81,28
2017-08-20T00:00:00-06:00,83,27
2017-08-21T00:00:00-06:00,81,30
2017-08-22T00:00:00-06:00,81,31
2017-08-23T00:00:00-06:00,79,41
2017-08-24T00:00:00-06:00,80,36
2017-08-25T00:00:00-06:00,82,34
2017-08-26T00:00:00-06:00,84,30
2017-08-27T00:00:00-06:00,83,30
2017-08-28T00:00:00-06:00,83,27
2017-08-29T00:00:00-06:00,85,25
2017-08-30T00:00:00-06:00,84,32
2017-08-31T00:00:00-06:00,79,45
2017-09-01T00:00:00-06:00,79,43
2017-09-02T00:00:00-06:00,79,32
2017-09-03T00:00:00-06:00,83,31
2017-09-04T00:00:00-06:00,83,30
2017-09-05T00:00:00-06:00,80,29
2017-09-06T00:00:00-06:00,80,30
2017-09-07T00:00:00-06:00,80,28
2017-09-08T00:00:00-06:00,81,33
2017-09-09T00:00:00-06:00,75,49
2017-09-10T00:00:00-06:00,75,50
2017-09-11T00:00:00-06:00,78,42
2017-09-12T00:00:00-06:00,79,40
2017-09-13T00:00:00-06:00,77,38
2017-09-14T00:00:00-06:00,72,53
2017-09-15T00:00:00-06:00,61,67
2017-09-16T00:00:00-06:00,58,55
2017-09-17T00:00:00-06:00,63,46
2017-09-18T00:00:00-06:00,72,34
2017-09-19T00:00:00-06:00,57,64
2017-09-20T00:00:00-06:00,64,50
2017-09-21T00:00:00-06:00,55,66
2017-09-22T00:00:00-06:00,47,76
2017-09-23T00:00:00-06:00,48,70
2017-09-24T00:00:00-06:00,46,88
2017-09-25T00:00:00-06:00,52,66
2017-09-26T00:00:00-06:00,55,57
2017-09-27T00:00:00-06:00,57,53
2017-09-28T00:00:00-06:00,61,55
2017-09-29T00:00:00-06:00,65,49
2017-09-30T00:00:00-06:00,62,52
2017-10-01T00:00:00-06:00,55,62
2017-10-02T00:00:00-06:00,47,62
2017-10-03T00:00:00-06:00,49,57
2017-10-04T00:00:00-06:00,58,43
2017-10-05T00:00:00-06:00,53,56
2017-10-06T00:00:00-06:00,54,47
2017-10-07T00:00:00-06:00,62,37
2017-10-08T00:00:00-06:00,54,55
2017-10-09T00:00:00-06:00,46,56
2017-10-10T00:00:00-06:00,52,49
2017-10-11T00:00:00-06:00,63,32
2017-10-12T00:00:00-06:00,51,36
2017-10-13T00:00:00-06:00,52,42
2017-10-14T00:00:00-06:00,45,58
2017-10-15T00:00:00-06:00,45,50
2017-10-16T00:00:00-06:00,50,50
2017-10-17T00:00:00-06:00,55,44
2017-10-18T00:00:00-06:00,56,48
2017-10-19T00:00:00-06:00,60,42
2017-10-20T00:00:00-06:00,61,47
2017-10-21T00:00:00-06:00,47,48
2017-10-22T00:00:00-06:00,57,32
2017-10-23T00:00:00-06:00,57,51
2017-10-24T00:00:00-06:00,52,55
2017-10-25T00:00:00-06:00,56,46
2017-10-26T00:00:00-06:00,52,54
2017-10-27T00:00:00-06:00,51,54
2017-10-28T00:00:00-06:00,53,52
2017-10-29T00:00:00-06:00,57,48
2017-10-30T00:00:00-06:00,51,60
2017-10-31T00:00:00-06:00,47,55
2017-11-01T00:00:00-06:00,56,43
2017-11-02T00:00:00-06:00,61,44
2017-11-03T00:00:00-06:00,61,45
2017-11-04T00:00:00-06:00,55,52
2017-11-05T00:00:00-06:00,49,78
2017-11-06T00:00:00-07:00,46,66
2017-11-07T00:00:00-07:00,40,57
2017-11-08T00:00:00-07:00,39,48
2017-11-09T00:00:00-07:00,47,50
2017-11-10T00:00:00-07:00,45,63
2017-11-11T00:00:00-07:00,46,59
2017-11-12T00:00:00-07:00,45,52
2017-11-13T00:00:00-07:00,46,63
2017-11-14T00:00:00-07:00,50,58
2017-11-15T00:00:00-07:00,49,50
2017-11-16T00:00:00-07:00,63,25
2017-11-17T00:00:00-07:00,43,74
2017-11-18T00:00:00-07:00,38,58
2017-11-19T00:00:00-07:00,40,63
2017-11-20T00:00:00-07:00,41,74
2017-11-21T00:00:00-07:00,54,63
2017-11-22T00:00:00-07:00,56,62
2017-11-23T00:00:00-07:00,56,64
2017-11-24T00:00:00-07:00,54,65
2017-11-25T00:00:00-07:00,51,61
2017-11-26T00:00:00-07:00,54,56
2017-11-27T00:00:00-07:00,55,54
2017-11-28T00:00:00-07:00,41,71
2017-11-29T00:00:00-07:00,41,70
2017-11-30T00:00:00-07:00,39,69
2017-12-01T00:00:00-07:00,44,68
2017-12-02T00:00:00-07:00,41,74
2017-12-03T00:00:00-07:00,51,56
2017-12-04T00:00:00-07:00,32,78
2017-12-05T00:00:00-07:00,31,62
2017-12-06T00:00:00-07:00,30,69
2017-12-07T00:00:00-07:00,31,61
2017-12-08T00:00:00-07:00,32,61
2017-12-09T00:00:00-07:00,32,65
2017-12-10T00:00:00-07:00,31,69
2017-12-11T00:00:00-07:00,26,89
2017-12-12T00:00:00-07:00,26,92
2017-12-13T00:00:00-07:00,26,92
2017-12-14T00:00:00-07:00,33,74
2017-12-15T00:00:00-07:00,35,69
2017-12-16T00:00:00-07:00,33,89
2017-12-17T00:00:00-07:00,33,72
2017-12-18T00:00:00-07:00,36,60
2017-12-19T00:00:00-07:00,39,62
2017-12-20T00:00:00-07:00,44,58
2017-12-21T00:00:00-07:00,32,58
2017-12-22T00:00:00-07:00,31,57
2017-12-23T00:00:00-07:00,39,66
2017-12-24T00:00:00-07:00,28,68
2017-12-25T00:00:00-07:00,34,91
2017-12-26T00:00:00-07:00,26,91
2017-12-27T00:00:00-07:00,28,80
2017-12-28T00:00:00-07:00,33,84
2017-12-29T00:00:00-07:00,33,77
2017-12-30T00:00:00-07:00,40,55
2017-12-31T00:00:00-07:00,33,65
