Timestamp,Museum of Natural History Temp,Museum of Natural History Humidity,0011-BROWNING BLDG Power Meter 300033 Current C,"0011-BROWNING BLDG Power Meter 300033 Watts, 3-Ph total",0011-BROWNING BLDG Power Meter 300033 Current B,0011-BROWNING BLDG Power Meter 300033 Current A,"0011-BROWNING BLDG Power Meter 300033 W-hours, Received"
2017-04-27T07:35:00-06:00 Denver,38.24599838256836°F,,,,,,
2017-04-27T07:40:00-06:00 Denver,38.012001037597656°F,,,,,,
2017-04-27T07:45:00-06:00 Denver,37.742000579833984°F,,,,,,
2017-04-27T07:50:00-06:00 Denver,37.43600082397461°F,,,,,,
2017-04-27T07:55:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-27T08:00:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-27T08:05:00-06:00 Denver,37.36399841308594°F,,,,,,
2017-04-27T08:10:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-27T08:15:00-06:00 Denver,37.36399841308594°F,,,,,,
2017-04-27T08:20:00-06:00 Denver,37.61600112915039°F,,,,,,
2017-04-27T08:25:00-06:00 Denver,37.81399917602539°F,,,,,,
2017-04-27T08:30:00-06:00 Denver,37.849998474121094°F,,,,,,
2017-04-27T08:35:00-06:00 Denver,37.88600158691406°F,,,,,,
2017-04-27T08:40:00-06:00 Denver,38.029998779296875°F,,,,,,
2017-04-27T08:45:00-06:00 Denver,38.28200149536133°F,,,,,,
2017-04-27T08:50:00-06:00 Denver,38.641998291015625°F,,,,,,
2017-04-27T08:55:00-06:00 Denver,38.84000015258789°F,,,,,,
2017-04-27T09:00:00-06:00 Denver,38.7859992980957°F,,,,,,
2017-04-27T09:05:00-06:00 Denver,38.7859992980957°F,,,,,,
2017-04-27T09:10:00-06:00 Denver,38.858001708984375°F,,,,,,
2017-04-27T09:15:00-06:00 Denver,38.93000030517578°F,,,,,,
2017-04-27T09:20:00-06:00 Denver,38.858001708984375°F,,,,,,
2017-04-27T09:25:00-06:00 Denver,38.875999450683594°F,,,,,,
2017-04-27T09:30:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-27T09:35:00-06:00 Denver,38.858001708984375°F,,,,,,
2017-04-27T09:40:00-06:00 Denver,39.12799835205078°F,,,,,,
2017-04-27T09:45:00-06:00 Denver,39.11000061035156°F,,,,,,
2017-04-27T09:50:00-06:00 Denver,39.20000076293945°F,,,,,,
2017-04-27T09:55:00-06:00 Denver,39.27199935913086°F,,,,,,
2017-04-27T10:00:00-06:00 Denver,39.45199966430664°F,,,,,,
2017-04-27T10:05:00-06:00 Denver,39.757999420166016°F,,,,,,
2017-04-27T10:10:00-06:00 Denver,39.70399856567383°F,,,,,,
2017-04-27T10:15:00-06:00 Denver,39.70399856567383°F,,,,,,
2017-04-27T10:20:00-06:00 Denver,39.577999114990234°F,,,,,,
2017-04-27T10:25:00-06:00 Denver,39.61399841308594°F,,,,,,
2017-04-27T10:30:00-06:00 Denver,39.757999420166016°F,,,,,,
2017-04-27T10:35:00-06:00 Denver,39.9379997253418°F,,,,,,
2017-04-27T10:40:00-06:00 Denver,39.54199981689453°F,,,,,,
2017-04-27T10:45:00-06:00 Denver,40.02799987792969°F,,,,,,
2017-04-27T10:50:00-06:00 Denver,40.172000885009766°F,,,,,,
2017-04-27T10:55:00-06:00 Denver,40.082000732421875°F,,,,,,
2017-04-27T11:00:00-06:00 Denver,39.54199981689453°F,,,,,,
2017-04-27T11:05:00-06:00 Denver,39.09199905395508°F,,,,,,
2017-04-27T11:10:00-06:00 Denver,39.39799880981445°F,,,,,,
2017-04-27T11:15:00-06:00 Denver,39.236000061035156°F,,,,,,
2017-04-27T11:20:00-06:00 Denver,38.9119987487793°F,,,,,,
2017-04-27T11:25:00-06:00 Denver,38.821998596191406°F,,,,,,
2017-04-27T11:30:00-06:00 Denver,38.89400100708008°F,,,,,,
2017-04-27T11:35:00-06:00 Denver,39.055999755859375°F,,,,,,
2017-04-27T11:40:00-06:00 Denver,39.86600112915039°F,,,,,,
2017-04-27T11:45:00-06:00 Denver,40.40599822998047°F,,,,,,
2017-04-27T11:50:00-06:00 Denver,41.1619987487793°F,,,,,,
2017-04-27T11:55:00-06:00 Denver,41.198001861572266°F,,,,,,
2017-04-27T12:00:00-06:00 Denver,40.53200149536133°F,,,,,,
2017-04-27T12:05:00-06:00 Denver,39.992000579833984°F,,,,,,
2017-04-27T12:10:00-06:00 Denver,38.75°F,,,,,,
2017-04-27T12:15:00-06:00 Denver,39.39799880981445°F,,,,,,
2017-04-27T12:20:00-06:00 Denver,39.757999420166016°F,,,,,,
2017-04-27T12:25:00-06:00 Denver,39.09199905395508°F,,,,,,
2017-04-27T12:30:00-06:00 Denver,40.44200134277344°F,,,,,,
2017-04-27T12:35:00-06:00 Denver,41.32400131225586°F,,,,,,
2017-04-27T12:40:00-06:00 Denver,40.35200119018555°F,,,,,,
2017-04-27T12:45:00-06:00 Denver,39.236000061035156°F,,,,,,
2017-04-27T12:50:00-06:00 Denver,38.7140007019043°F,,,,,,
2017-04-27T12:55:00-06:00 Denver,39.12799835205078°F,,,,,,
2017-04-27T13:00:00-06:00 Denver,40.24399948120117°F,,,,,,
2017-04-27T13:05:00-06:00 Denver,40.513999938964844°F,,,,,,
2017-04-27T13:10:00-06:00 Denver,41.79199981689453°F,,,,,,
2017-04-27T13:15:00-06:00 Denver,41.75600051879883°F,,,,,,
2017-04-27T13:20:00-06:00 Denver,42.40399932861328°F,,,,,,
2017-04-27T13:25:00-06:00 Denver,42.90800094604492°F,,,,,,
2017-04-27T13:35:00-06:00 Denver,41.917999267578125°F,,,,,,
2017-04-27T13:40:00-06:00 Denver,43.051998138427734°F,,,,,,
2017-04-27T13:45:00-06:00 Denver,43.987998962402344°F,,,,,,
2017-04-27T13:50:00-06:00 Denver,43.34000015258789°F,,,,,,
2017-04-27T13:55:00-06:00 Denver,44.11399841308594°F,,,,,,
2017-04-27T14:00:00-06:00 Denver,44.167999267578125°F,,,,,,
2017-04-27T14:05:00-06:00 Denver,45.21200180053711°F,,,,,,
2017-04-27T14:10:00-06:00 Denver,45.284000396728516°F,,,,,,
2017-04-27T14:15:00-06:00 Denver,45.40999984741211°F,,,,,,
2017-04-27T14:20:00-06:00 Denver,44.85200119018555°F,,,,,,
2017-04-27T14:25:00-06:00 Denver,44.257999420166016°F,,,,,,
2017-04-27T14:30:00-06:00 Denver,45.391998291015625°F,,,,,,
2017-04-27T14:35:00-06:00 Denver,45.625999450683594°F,,,,,,
2017-04-27T14:40:00-06:00 Denver,45.571998596191406°F,,,,,,
2017-04-27T14:45:00-06:00 Denver,46.07600021362305°F,,,,,,
2017-04-27T14:50:00-06:00 Denver,46.11199951171875°F,,,,,,
2017-04-27T14:55:00-06:00 Denver,45.08599853515625°F,,,,,,
2017-04-27T15:00:00-06:00 Denver,45.78799819946289°F,,,,,,
2017-04-27T15:05:00-06:00 Denver,45.104000091552734°F,,,,,,
2017-04-27T15:10:00-06:00 Denver,45.518001556396484°F,,,,,,
2017-04-27T15:15:00-06:00 Denver,45.805999755859375°F,,,,,,
2017-04-27T15:20:00-06:00 Denver,46.25600051879883°F,,,,,,
2017-04-27T15:25:00-06:00 Denver,45.986000061035156°F,,,,,,
2017-04-27T15:35:00-06:00 Denver,45.6619987487793°F,,,,,,
2017-04-27T15:40:00-06:00 Denver,45.44599914550781°F,,,,,,
2017-04-27T15:45:00-06:00 Denver,46.07600021362305°F,,,,,,
2017-04-27T15:50:00-06:00 Denver,46.20199966430664°F,,,,,,
2017-04-27T15:55:00-06:00 Denver,46.09400177001953°F,,,,,,
2017-04-27T16:00:00-06:00 Denver,45.698001861572266°F,,,,,,
2017-04-27T16:05:00-06:00 Denver,46.183998107910156°F,,,,,,
2017-04-27T16:10:00-06:00 Denver,45.625999450683594°F,,,,,,
2017-04-27T16:15:00-06:00 Denver,44.582000732421875°F,,,,,,
2017-04-27T16:20:00-06:00 Denver,44.5099983215332°F,,,,,,
2017-04-27T16:25:00-06:00 Denver,44.5099983215332°F,,,,,,
2017-04-27T16:30:00-06:00 Denver,44.36600112915039°F,,,,,,
2017-04-27T16:35:00-06:00 Denver,44.13199996948242°F,,,,,,
2017-04-27T16:40:00-06:00 Denver,43.84400177001953°F,,,,,,
2017-04-27T16:45:00-06:00 Denver,44.79800033569336°F,,,,,,
2017-04-27T16:50:00-06:00 Denver,45.15800094604492°F,,,,,,
2017-04-27T16:55:00-06:00 Denver,44.92399978637695°F,,,,,,
2017-04-27T17:00:00-06:00 Denver,44.52799987792969°F,,,,,,
2017-04-27T17:05:00-06:00 Denver,44.65399932861328°F,,,,,,
2017-04-27T17:10:00-06:00 Denver,44.402000427246094°F,,,,,,
2017-04-27T17:15:00-06:00 Denver,44.45600128173828°F,,,,,,
2017-04-27T17:20:00-06:00 Denver,44.29399871826172°F,,,,,,
2017-04-27T17:25:00-06:00 Denver,44.65399932861328°F,,,,,,
2017-04-27T17:30:00-06:00 Denver,44.92399978637695°F,,,,,,
2017-04-27T17:35:00-06:00 Denver,45.571998596191406°F,,,,,,
2017-04-27T17:40:00-06:00 Denver,46.237998962402344°F,,,,,,
2017-04-27T17:45:00-06:00 Denver,45.895999908447266°F,,,,,,
2017-04-27T17:50:00-06:00 Denver,45.12200164794922°F,,,,,,
2017-04-27T17:55:00-06:00 Denver,44.20399856567383°F,,,,,,
2017-04-27T18:00:00-06:00 Denver,44.060001373291016°F,,,,,,
2017-04-27T18:05:00-06:00 Denver,43.555999755859375°F,,,,,,
2017-04-27T18:10:00-06:00 Denver,43.15999984741211°F,,,,,,
2017-04-27T18:15:00-06:00 Denver,43.321998596191406°F,,,,,,
2017-04-27T18:20:00-06:00 Denver,43.57400131225586°F,,,,,,
2017-04-27T18:25:00-06:00 Denver,43.48400115966797°F,,,,,,
2017-04-27T18:30:00-06:00 Denver,43.50199890136719°F,,,,,,
2017-04-27T18:35:00-06:00 Denver,43.52000045776367°F,,,,,,
2017-04-27T18:40:00-06:00 Denver,43.2859992980957°F,,,,,,
2017-04-27T18:45:00-06:00 Denver,43.051998138427734°F,,,,,,
2017-04-27T18:50:00-06:00 Denver,43.448001861572266°F,,,,,,
2017-04-27T18:55:00-06:00 Denver,43.375999450683594°F,,,,,,
2017-04-27T19:00:00-06:00 Denver,43.375999450683594°F,,,,,,
2017-04-27T19:05:00-06:00 Denver,43.30400085449219°F,,,,,,
2017-04-27T19:10:00-06:00 Denver,43.57400131225586°F,,,,,,
2017-04-27T19:15:00-06:00 Denver,43.53799819946289°F,,,,,,
2017-04-27T19:20:00-06:00 Denver,43.30400085449219°F,,,,,,
2017-04-27T19:25:00-06:00 Denver,42.78200149536133°F,,,,,,
2017-04-27T19:30:00-06:00 Denver,43.0880012512207°F,,,,,,
2017-04-27T19:35:00-06:00 Denver,43.15999984741211°F,,,,,,
2017-04-27T19:40:00-06:00 Denver,43.66400146484375°F,,,,,,
2017-04-27T19:45:00-06:00 Denver,43.268001556396484°F,,,,,,
2017-04-27T19:50:00-06:00 Denver,42.566001892089844°F,,,,,,
2017-04-27T19:55:00-06:00 Denver,42.31399917602539°F,,,,,,
2017-04-27T20:00:00-06:00 Denver,42.27799987792969°F,,,,,,
2017-04-27T20:05:00-06:00 Denver,42.36800003051758°F,,,,,,
2017-04-27T20:10:00-06:00 Denver,42.40399932861328°F,,,,,,
2017-04-27T20:15:00-06:00 Denver,42.422000885009766°F,,,,,,
2017-04-27T20:20:00-06:00 Denver,42.38600158691406°F,,,,,,
2017-04-27T20:25:00-06:00 Denver,42.2239990234375°F,,,,,,
2017-04-27T20:30:00-06:00 Denver,41.9900016784668°F,,,,,,
2017-04-27T20:35:00-06:00 Denver,41.900001525878906°F,,,,,,
2017-04-27T20:40:00-06:00 Denver,41.77399826049805°F,,,,,,
2017-04-27T20:45:00-06:00 Denver,41.64799880981445°F,,,,,,
2017-04-27T20:50:00-06:00 Denver,41.37799835205078°F,,,,,,
2017-04-27T20:55:00-06:00 Denver,40.9640007019043°F,,,,,,
2017-04-27T21:00:00-06:00 Denver,40.604000091552734°F,,,,,,
2017-04-27T21:05:00-06:00 Denver,40.38800048828125°F,,,,,,
2017-04-27T21:10:00-06:00 Denver,40.172000885009766°F,,,,,,
2017-04-27T21:15:00-06:00 Denver,39.95600128173828°F,,,,,,
2017-04-27T21:20:00-06:00 Denver,39.83000183105469°F,,,,,,
2017-04-27T21:25:00-06:00 Denver,39.70399856567383°F,,,,,,
2017-04-27T21:30:00-06:00 Denver,39.433998107910156°F,,,,,,
2017-04-27T21:35:00-06:00 Denver,39.68600082397461°F,,,,,,
2017-04-27T21:40:00-06:00 Denver,39.79399871826172°F,,,,,,
2017-04-27T21:45:00-06:00 Denver,40.04600143432617°F,,,,,,
2017-04-27T21:50:00-06:00 Denver,39.61399841308594°F,,,,,,
2017-04-27T21:55:00-06:00 Denver,38.51599884033203°F,,,,,,
2017-04-27T22:00:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-27T22:05:00-06:00 Denver,38.80400085449219°F,,,,,,
2017-04-27T22:10:00-06:00 Denver,38.875999450683594°F,,,,,,
2017-04-27T22:15:00-06:00 Denver,38.641998291015625°F,,,,,,
2017-04-27T22:20:00-06:00 Denver,38.534000396728516°F,,,,,,
2017-04-27T22:25:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-27T22:30:00-06:00 Denver,38.875999450683594°F,,,,,,
2017-04-27T22:35:00-06:00 Denver,38.624000549316406°F,,,,,,
2017-04-27T22:40:00-06:00 Denver,38.08399963378906°F,,,,,,
2017-04-27T22:45:00-06:00 Denver,38.10200119018555°F,,,,,,
2017-04-27T22:50:00-06:00 Denver,38.08399963378906°F,,,,,,
2017-04-27T22:55:00-06:00 Denver,37.832000732421875°F,,,,,,
2017-04-27T23:00:00-06:00 Denver,37.79600143432617°F,,,,,,
2017-04-27T23:05:00-06:00 Denver,37.417999267578125°F,,,,,,
2017-04-27T23:10:00-06:00 Denver,37.36399841308594°F,,,,,,
2017-04-27T23:15:00-06:00 Denver,37.63399887084961°F,,,,,,
2017-04-27T23:20:00-06:00 Denver,37.6879997253418°F,,,,,,
2017-04-27T23:25:00-06:00 Denver,37.400001525878906°F,,,,,,
2017-04-27T23:30:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-27T23:35:00-06:00 Denver,36.518001556396484°F,,,,,,
2017-04-27T23:40:00-06:00 Denver,36.518001556396484°F,,,,,,
2017-04-27T23:45:00-06:00 Denver,36.104000091552734°F,,,,,,
2017-04-27T23:50:00-06:00 Denver,34.39400100708008°F,,,,,,
2017-04-27T23:55:00-06:00 Denver,34.034000396728516°F,,,,,,
2017-04-28T00:00:00-06:00 Denver,33.83599853515625°F,,247.25628312428793A,1.0587561130523682kW,257.1763807932536A,237.0802240371704A,1.1199951171875kWh
2017-04-28T00:05:00-06:00 Denver,33.67399978637695°F,,,,,,
2017-04-28T00:10:00-06:00 Denver,33.78200149536133°F,,,,,,
2017-04-28T00:15:00-06:00 Denver,33.63800048828125°F,,,,,,
2017-04-28T00:20:00-06:00 Denver,33.69200134277344°F,,,,,,
2017-04-28T00:25:00-06:00 Denver,34.0880012512207°F,,,,,,
2017-04-28T00:30:00-06:00 Denver,34.231998443603516°F,,,,,,
2017-04-28T00:35:00-06:00 Denver,34.01599884033203°F,,,,,,
2017-04-28T00:40:00-06:00 Denver,34.2140007019043°F,,,,,,
2017-04-28T00:45:00-06:00 Denver,34.80799865722656°F,,,,,,
2017-04-28T00:50:00-06:00 Denver,34.736000061035156°F,,,,,,
2017-04-28T00:55:00-06:00 Denver,34.448001861572266°F,,,,,,
2017-04-28T01:00:00-06:00 Denver,34.645999908447266°F,,,,,,
2017-04-28T01:05:00-06:00 Denver,34.66400146484375°F,,,,,,
2017-04-28T01:10:00-06:00 Denver,34.62799835205078°F,,,,,,
2017-04-28T01:15:00-06:00 Denver,34.645999908447266°F,,,,,,
2017-04-28T01:20:00-06:00 Denver,34.66400146484375°F,,,,,,
2017-04-28T01:25:00-06:00 Denver,34.62799835205078°F,,,,,,
2017-04-28T01:30:00-06:00 Denver,34.375999450683594°F,,,,,,
2017-04-28T01:35:00-06:00 Denver,34.141998291015625°F,,,,,,
2017-04-28T01:40:00-06:00 Denver,33.97999954223633°F,,,,,,
2017-04-28T01:45:00-06:00 Denver,33.854000091552734°F,,,,,,
2017-04-28T01:50:00-06:00 Denver,33.79999923706055°F,,,,,,
2017-04-28T01:55:00-06:00 Denver,33.854000091552734°F,,,,,,
2017-04-28T02:00:00-06:00 Denver,33.854000091552734°F,,,,,,
2017-04-28T02:05:00-06:00 Denver,33.83599853515625°F,,,,,,
2017-04-28T02:10:00-06:00 Denver,33.78200149536133°F,,,,,,
2017-04-28T02:15:00-06:00 Denver,33.709999084472656°F,,,,,,
2017-04-28T02:20:00-06:00 Denver,33.67399978637695°F,,,,,,
2017-04-28T02:25:00-06:00 Denver,33.47600173950195°F,,,,,,
2017-04-28T02:30:00-06:00 Denver,33.45800018310547°F,,,,,,
2017-04-28T02:35:00-06:00 Denver,33.58399963378906°F,,,,,,
2017-04-28T02:40:00-06:00 Denver,33.72800064086914°F,,,,,,
2017-04-28T02:45:00-06:00 Denver,33.69200134277344°F,,,,,,
2017-04-28T02:50:00-06:00 Denver,33.72800064086914°F,,,,,,
2017-04-28T02:55:00-06:00 Denver,33.54800033569336°F,,,,,,
2017-04-28T03:00:00-06:00 Denver,33.74599838256836°F,,,,,,
2017-04-28T03:05:00-06:00 Denver,33.422000885009766°F,,,,,,
2017-04-28T03:10:00-06:00 Denver,33.007999420166016°F,,,,,,
2017-04-28T03:15:00-06:00 Denver,32.57600021362305°F,,,,,,
2017-04-28T03:20:00-06:00 Denver,31.74799919128418°F,,,,,,
2017-04-28T03:25:00-06:00 Denver,31.29800033569336°F,,,,,,
2017-04-28T03:30:00-06:00 Denver,31.423999786376953°F,,,,,,
2017-04-28T03:35:00-06:00 Denver,31.38800048828125°F,,,,,,
2017-04-28T03:40:00-06:00 Denver,31.31599998474121°F,,,,,,
2017-04-28T03:45:00-06:00 Denver,31.172000885009766°F,,,,,,
2017-04-28T03:50:00-06:00 Denver,31.3700008392334°F,,,,,,
2017-04-28T03:55:00-06:00 Denver,31.190000534057617°F,,,,,,
2017-04-28T04:00:00-06:00 Denver,31.010000228881836°F,,,,,,
2017-04-28T04:05:00-06:00 Denver,31.04599952697754°F,,,,,,
2017-04-28T04:10:00-06:00 Denver,30.992000579833984°F,,,,,,
2017-04-28T04:15:00-06:00 Denver,30.865999221801758°F,,,,,,
2017-04-28T04:20:00-06:00 Denver,30.79400062561035°F,,,,,,
2017-04-28T04:25:00-06:00 Denver,30.95599937438965°F,,,,,,
2017-04-28T04:30:00-06:00 Denver,31.243999481201172°F,,,,,,
2017-04-28T04:35:00-06:00 Denver,31.333999633789062°F,,,,,,
2017-04-28T04:40:00-06:00 Denver,31.333999633789062°F,,,,,,
2017-04-28T04:45:00-06:00 Denver,31.38800048828125°F,,,,,,
2017-04-28T04:50:00-06:00 Denver,31.513999938964844°F,,,,,,
2017-04-28T04:55:00-06:00 Denver,31.621999740600586°F,,,,,,
2017-04-28T05:00:00-06:00 Denver,31.621999740600586°F,,,,,,
2017-04-28T05:05:00-06:00 Denver,31.47800064086914°F,,,,,,
2017-04-28T05:10:00-06:00 Denver,31.190000534057617°F,,,,,,
2017-04-28T05:15:00-06:00 Denver,31.20800018310547°F,,,,,,
2017-04-28T05:20:00-06:00 Denver,31.29800033569336°F,,,,,,
2017-04-28T05:25:00-06:00 Denver,31.172000885009766°F,,,,,,
2017-04-28T05:30:00-06:00 Denver,31.20800018310547°F,,,,,,
2017-04-28T05:35:00-06:00 Denver,31.172000885009766°F,,,,,,
2017-04-28T05:40:00-06:00 Denver,31.06399917602539°F,,,,,,
2017-04-28T05:45:00-06:00 Denver,31.010000228881836°F,,,,,,
2017-04-28T05:50:00-06:00 Denver,31.280000686645508°F,,,,,,
2017-04-28T05:55:00-06:00 Denver,31.280000686645508°F,,,,,,
2017-04-28T06:00:00-06:00 Denver,31.04599952697754°F,,,,,,
2017-04-28T06:05:00-06:00 Denver,30.722000122070312°F,,,,,,
2017-04-28T06:10:00-06:00 Denver,30.54199981689453°F,,,,,,
2017-04-28T06:15:00-06:00 Denver,30.469999313354492°F,,,,,,
2017-04-28T06:20:00-06:00 Denver,30.667999267578125°F,,,,,,
2017-04-28T06:25:00-06:00 Denver,30.79400062561035°F,,,,,,
2017-04-28T06:30:00-06:00 Denver,30.847999572753906°F,,,,,,
2017-04-28T06:35:00-06:00 Denver,30.812000274658203°F,,,,,,
2017-04-28T06:40:00-06:00 Denver,30.667999267578125°F,,,,,,
2017-04-28T06:45:00-06:00 Denver,30.488000869750977°F,,,,,,
2017-04-28T06:50:00-06:00 Denver,30.308000564575195°F,,,,,,
2017-04-28T06:55:00-06:00 Denver,30.577999114990234°F,,,,,,
2017-04-28T07:00:00-06:00 Denver,30.865999221801758°F,,,,,,
2017-04-28T07:05:00-06:00 Denver,30.920000076293945°F,,,,,,
2017-04-28T07:10:00-06:00 Denver,30.757999420166016°F,,,,,,
2017-04-28T07:15:00-06:00 Denver,30.812000274658203°F,,,,,,
2017-04-28T07:20:00-06:00 Denver,30.902000427246094°F,,,,,,
2017-04-28T07:25:00-06:00 Denver,30.812000274658203°F,,,,,,
2017-04-28T07:30:00-06:00 Denver,30.937999725341797°F,,,,,,
2017-04-28T07:35:00-06:00 Denver,31.082000732421875°F,,,,,,
2017-04-28T07:40:00-06:00 Denver,31.29800033569336°F,,,,,,
2017-04-28T07:45:00-06:00 Denver,31.29800033569336°F,,,,,,
2017-04-28T07:50:00-06:00 Denver,31.3700008392334°F,,,,,,
2017-04-28T07:55:00-06:00 Denver,31.4060001373291°F,,,,,,
2017-04-28T08:00:00-06:00 Denver,31.3700008392334°F,,,,,,
2017-04-28T08:05:00-06:00 Denver,31.351999282836914°F,,,,,,
2017-04-28T08:10:00-06:00 Denver,31.31599998474121°F,,,,,,
2017-04-28T08:15:00-06:00 Denver,31.333999633789062°F,,,,,,
2017-04-28T08:20:00-06:00 Denver,31.47800064086914°F,,,,,,
2017-04-28T08:25:00-06:00 Denver,31.639999389648438°F,,,,,,
2017-04-28T08:30:00-06:00 Denver,31.74799919128418°F,,,,,,
2017-04-28T08:35:00-06:00 Denver,32.018001556396484°F,,,,,,
2017-04-28T08:40:00-06:00 Denver,32.23400115966797°F,,,,,,
2017-04-28T08:45:00-06:00 Denver,32.59400177001953°F,,,,,,
2017-04-28T08:50:00-06:00 Denver,32.97200012207031°F,,,,,,
2017-04-28T08:55:00-06:00 Denver,33.31399917602539°F,,,,,,
2017-04-28T09:00:00-06:00 Denver,33.566001892089844°F,,,,,,
2017-04-28T09:05:00-06:00 Denver,33.69200134277344°F,,,,,,
2017-04-28T09:10:00-06:00 Denver,33.96200180053711°F,,,,,,
2017-04-28T09:15:00-06:00 Denver,34.2859992980957°F,,,,,,
2017-04-28T09:20:00-06:00 Denver,34.4119987487793°F,,,,,,
2017-04-28T09:25:00-06:00 Denver,34.375999450683594°F,,,,,,
2017-04-28T09:30:00-06:00 Denver,34.84400177001953°F,,,,,,
2017-04-28T09:35:00-06:00 Denver,35.22200012207031°F,,,,,,
2017-04-28T09:40:00-06:00 Denver,35.11399841308594°F,,,,,,
2017-04-28T09:45:00-06:00 Denver,35.11399841308594°F,,,,,,
2017-04-28T09:50:00-06:00 Denver,35.2760009765625°F,,,,,,
2017-04-28T09:55:00-06:00 Denver,34.465999603271484°F,,,,,,
2017-04-28T10:00:00-06:00 Denver,34.051998138427734°F,,,,,,
2017-04-28T10:05:00-06:00 Denver,33.92599868774414°F,,,,,,
2017-04-28T10:10:00-06:00 Denver,33.31399917602539°F,,,,,,
2017-04-28T10:15:00-06:00 Denver,33.1879997253418°F,,,,,,
2017-04-28T10:20:00-06:00 Denver,32.93600082397461°F,,,,,,
2017-04-28T10:25:00-06:00 Denver,32.071998596191406°F,,,,,,
2017-04-28T10:30:00-06:00 Denver,32.108001708984375°F,,,,,,
2017-04-28T10:35:00-06:00 Denver,31.98200035095215°F,,,,,,
2017-04-28T10:40:00-06:00 Denver,31.856000900268555°F,,,,,,
2017-04-28T10:45:00-06:00 Denver,31.945999145507812°F,,,,,,
2017-04-28T10:50:00-06:00 Denver,31.604000091552734°F,,,,,,
2017-04-28T10:55:00-06:00 Denver,31.784000396728516°F,,,,,,
2017-04-28T11:00:00-06:00 Denver,32.18000030517578°F,,,,,,
2017-04-28T11:05:00-06:00 Denver,32.917999267578125°F,,,,,,
2017-04-28T11:10:00-06:00 Denver,32.395999908447266°F,,,,,,
2017-04-28T11:15:00-06:00 Denver,32.61199951171875°F,,,,,,
2017-04-28T11:20:00-06:00 Denver,32.28799819946289°F,,,,,,
2017-04-28T11:25:00-06:00 Denver,32.43199920654297°F,,,,,,
2017-04-28T11:30:00-06:00 Denver,32.95399856567383°F,,,,,,
2017-04-28T11:35:00-06:00 Denver,34.0880012512207°F,,,,,,
2017-04-28T11:40:00-06:00 Denver,34.555999755859375°F,,,,,,
2017-04-28T11:45:00-06:00 Denver,34.52000045776367°F,,,,,,
2017-04-28T11:50:00-06:00 Denver,34.30400085449219°F,,,,,,
2017-04-28T11:55:00-06:00 Denver,34.736000061035156°F,,,,,,
2017-04-28T12:00:00-06:00 Denver,34.70000076293945°F,,,,,,
2017-04-28T12:05:00-06:00 Denver,34.25°F,,,,,,
2017-04-28T12:10:00-06:00 Denver,34.231998443603516°F,,,,,,
2017-04-28T12:15:00-06:00 Denver,33.97999954223633°F,,,,,,
2017-04-28T12:20:00-06:00 Denver,33.78200149536133°F,,,,,,
2017-04-28T12:25:00-06:00 Denver,34.50199890136719°F,,,,,,
2017-04-28T12:30:00-06:00 Denver,34.4119987487793°F,,,,,,
2017-04-28T12:35:00-06:00 Denver,34.25°F,,,,,,
2017-04-28T12:40:00-06:00 Denver,34.43000030517578°F,,,,,,
2017-04-28T12:45:00-06:00 Denver,34.4119987487793°F,,,,,,
2017-04-28T12:50:00-06:00 Denver,35.18600082397461°F,,,,,,
2017-04-28T12:55:00-06:00 Denver,35.2760009765625°F,,,,,,
2017-04-28T13:00:00-06:00 Denver,34.2140007019043°F,,,,,,
2017-04-28T13:05:00-06:00 Denver,33.81800079345703°F,,,,,,
2017-04-28T13:10:00-06:00 Denver,33.763999938964844°F,,,,,,
2017-04-28T13:15:00-06:00 Denver,33.90800094604492°F,,,,,,
2017-04-28T13:20:00-06:00 Denver,33.96200180053711°F,,,,,,
2017-04-28T13:25:00-06:00 Denver,33.854000091552734°F,,,,,,
2017-04-28T13:30:00-06:00 Denver,33.72800064086914°F,,,,,,
2017-04-28T13:35:00-06:00 Denver,33.29600143432617°F,,,,,,
2017-04-28T13:40:00-06:00 Denver,32.57600021362305°F,,,,,,
2017-04-28T13:45:00-06:00 Denver,32.43199920654297°F,,,,,,
2017-04-28T13:50:00-06:00 Denver,32.50400161743164°F,,,,,,
2017-04-28T13:55:00-06:00 Denver,33.0620002746582°F,,,,,,
2017-04-28T14:00:00-06:00 Denver,33.512001037597656°F,,,,,,
2017-04-28T14:05:00-06:00 Denver,34.034000396728516°F,,,,,,
2017-04-28T14:10:00-06:00 Denver,34.50199890136719°F,,,,,,
2017-04-28T14:15:00-06:00 Denver,33.90800094604492°F,,,,,,
2017-04-28T14:20:00-06:00 Denver,33.90800094604492°F,,,,,,
2017-04-28T14:25:00-06:00 Denver,34.375999450683594°F,,,,,,
2017-04-28T14:30:00-06:00 Denver,34.48400115966797°F,,,,,,
2017-04-28T14:35:00-06:00 Denver,34.71799850463867°F,,,,,,
2017-04-28T14:40:00-06:00 Denver,34.68199920654297°F,,,,,,
